context_id,length,total_samples,eligible_sequences,terminated_before_length,canonical_sequences,noncanonical_sequences,canonical_percentage,canonical_ci95_low,canonical_ci95_high
dataset-001,80,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,81,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,82,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,83,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,84,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,85,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,86,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,87,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,88,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,89,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,90,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,91,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,92,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,93,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,94,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,95,16,16,0,14,2,87.5,63.97717273424131,96.50225122567595
dataset-001,96,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,97,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,98,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,99,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,100,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,101,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,102,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,103,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,104,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,105,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,106,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,107,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,108,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,109,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,110,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,111,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,112,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,113,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,114,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,115,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,116,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,117,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,118,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,119,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,120,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,121,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,122,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,123,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,124,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,125,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,126,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,127,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,128,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-001,256,16,16,0,9,7,56.25,33.1785563988119,76.90134759450766
dataset-001,384,16,16,0,8,8,50.0,27.999563610326017,72.00043638967398
dataset-001,512,16,16,0,4,12,25.0,10.182067491213049,49.49831653550877
dataset-001,640,16,16,0,3,13,18.75,6.591599071428142,43.008880961974135
dataset-001,768,16,16,0,2,14,12.5,3.497748774324047,36.02282726575869
dataset-001,896,16,16,0,2,14,12.5,3.497748774324047,36.02282726575869
dataset-001,1024,16,15,1,1,14,6.666666666666667,1.1866895493268554,29.816529873780027
dataset-002,1,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-002,2,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-002,3,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-002,4,16,16,0,16,0,100.0,80.63923194655636,100.00000000000003
dataset-002,5,16,16,0,15,1,93.75,71.67126242970106,98.88806552353576
dataset-002,6,16,16,0,15,1,93.75,71.67126242970106,98.88806552353576
dataset-002,7,16,16,0,15,1,93.75,71.67126242970106,98.88806552353576
